row ID	row m/z	row retention time	default/dlab/121207_aby_D_DD_MS2.mzXML Peak area	inputParams-00002.mzXML Peak area	inputParams-00001.mzXML Peak area	
249	487.3245086669922	7.062191666666667	0	1.3482531183600003E8	1.4911197528949964E8	
250	351.1994323730469	3.5342	0	1.0246268287400009E8	7.489322905249974E7	
251	534.3899230957031	8.611241666666668	0	9.284023039162499E7	8.5747046913938E7	
252	283.2637405395508	7.191183333333333	0	1.1616733853478135E8	1.2714575956075013E8	
253	784.5752258300781	8.304208333333333	0	8.134996281500188E7	6.94830539919994E7	
254	840.6398620605469	9.29835	0	1.157314705579991E8	9.544319643574852E7	
255	462.33338928222656	7.514516666666667	0	8.113388712212497E7	8.62833670916251E7	
256	249.11696243286133	3.1347916666666666	0	1.1620195490299976E8	8.06205202932499E7	
257	563.3391418457031	5.604324999999999	0	1.2458988472249974E8	1.3926566723150054E8	
258	453.3068618774414	6.869808333333333	0	9.217547895649967E7	7.937095229437566E7	
259	675.4703521728516	6.289983333333334	0	1.2287696675749984E8	1.3587821066287473E8	
260	158.1171531677246	2.7576166666666664	0	1.1144453699549986E8	3.098238019996247E8	
261	307.17393493652344	3.399425	0	1.3167809237324977E8	1.3577771390924984E8	
262	335.2777404785156	6.6685333333333325	0	1.337152647461796E8	9.090909168396902E7	
263	558.6882019042969	6.762158333333334	0	1.3066488720299953E8	7.276853026414084E7	
264	231.0838165283203	1.1016416666666666	0	4.534830336902501E8	5.1933710841849995E8	
265	476.3500289916992	8.111916666666666	0	1.0634553918293747E8	9.616894504581155E7	
266	752.5603332519531	9.115766666666667	0	1.8585735082012546E8	8.840092060075012E7	
267	359.71360778808594	3.525925	0	1.1217662476000008E8	1.4485384126924962E8	
268	615.4412536621094	8.795083333333334	0	1.1026498556746808E8	1.1133160566212422E8	
269	636.4263305664062	3.4095166666666668	0	1.0829915259049973E8	0	
270	700.4632568359375	6.835708333333333	0	1.1675062316856247E8	1.3691393069950002E8	
271	311.25831604003906	7.220475	0	9.430443287325057E7	6.355332390849966E7	
272	725.5420684814453	8.735633333333332	0	7.833242668300077E7	3.7499359873500116E7	
273	722.9813842773438	6.831216666666666	0	6.484678999400033E7	0	
274	437.3101501464844	8.15175	0	7.748058913937448E7	6.997977026849943E7	
275	458.7899398803711	3.7850916666666667	0	9.106065771950004E7	6.03816291194063E7	
276	605.0674285888672	6.735241666666667	0	1.036563418636876E8	1.0127472296537471E8	
277	373.2738952636719	6.743416666666667	0	8.017797629350021E7	5.453073192652471E8	
278	494.30181884765625	3.865	0	9.050306252125002E7	4.734367494218752E7	
279	652.5022583007812	8.371208333333334	0	1.2025162199312541E8	1.003420397850002E8	
280	406.7507781982422	3.6893166666666666	0	8.790788069550031E7	4.906930317499997E7	
281	573.3654174804688	6.753008333333334	0	1.3935116892374954E8	6.224746821156262E7	
282	605.4004058837891	6.743416666666667	0	1.0439875954299998E8	1.0722491652849963E8	
283	701.3961029052734	3.535075	0	9.844263473150006E7	8.111110420849973E7	
284	379.30421447753906	6.648816666666667	0	1.0516727824384378E8	6.47612657945312E7	
285	590.3903503417969	6.753008333333334	0	1.0179554692331254E8	9.448056923174968E7	
286	916.6534423828125	8.562541666666668	0	8.437692434400001E7	9.160898814437537E7	
287	205.09064483642578	2.893841666666667	0	9.6018013741875E7	8.325911388512495E7	
288	387.7676086425781	6.913516666666666	0	9.84411494433753E7	0	
289	656.4407653808594	6.8615916666666665	0	9.870725306537515E7	1.0450208880450022E8	
290	529.3404235839844	6.7808166666666665	0	1.3031825825574932E8	6.2424752622250125E7	
291	619.7431793212891	6.708433333333334	0	9.124785320975006E7	9.218345552681223E7	
292	673.4349060058594	5.651925	0	9.919717370150077E7	9.650129908649988E7	
293	591.3706665039062	6.3180499999999995	0	9.850228611100063E7	9.261824525849983E7	
294	171.1378288269043	5.585891666666667	0	2.669877798481252E8	2.569384817685931E8	
295	928.6956787109375	9.237933333333332	0	9.785767075849944E7	8.927451833799942E7	
